Category,NodeName,Timestamp,URI,Description,Notes,Confidence
human,rpi_sunset_bay,2024_08_20_15_34_31_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-08-20T22%3A34%3A31.016Z,AM radio interference (and knocking).,fp_machine_only,68.1347
human,rpi_sunset_bay,2024_10_11_08_18_45_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-10-11T15%3A18%3A45.000Z,Radio,fp_machine_only,62.6442
human,rpi_sunset_bay,2024_10_17_10_57_08_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-10-17T17%3A57%3A08.000Z,Human voice on radio,fp_machine_only,62.1476
human,rpi_sunset_bay,2024_12_22_15_54_00_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-12-22T23%3A54%3A00.000Z,Human voices on radio.,fp_machine_only,66.4419
human,rpi_sunset_bay,2025_02_17_15_40_30_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2025-02-17T23%3A40%3A30.000Z,AM Radio -- human voices and harmonica!,fp_machine_only,80.6673
human,rpi_sunset_bay,2025_02_17_15_52_44_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2025-02-17T23%3A52%3A44.000Z,Radio station,fp_machine_only,59.8893
human,rpi_sunset_bay,2025_04_20_13_22_50_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2025-04-20T20%3A22%3A50.271Z,"Radio triggered detection, some water nose also present",fp_machine_only,59.1335
human,rpi_sunset_bay,2025_04_20_13_39_26_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2025-04-20T20%3A39%3A26.372Z,Radio,fp_machine_only,76.1576
humpback,rpi_andrews_bay,2025_12_12_01_14_55_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2025-12-12T09%3A14%3A55.000Z,Humpback!,tp_human_only,
humpback,rpi_andrews_bay,2025_12_12_01_59_14_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2025-12-12T09%3A59%3A14.000Z,Humpback song,tp_human_only,
humpback,rpi_andrews_bay,2025_12_12_02_16_55_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2025-12-12T10%3A16%3A55.000Z,Humpback singing continues,tp_human_only,
humpback,rpi_andrews_bay,2025_12_17_22_12_58_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2025-12-18T06%3A12%3A58.000Z,Clear humpback calls,tp_human_only,
humpback,rpi_andrews_bay,2025_12_17_22_19_10_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2025-12-18T06%3A19%3A10.000Z,Clear humpback calls continuing,tp_human_only,
humpback,rpi_andrews_bay,2025_12_17_22_40_49_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2025-12-18T06%3A40%3A49.000Z,Humpback song continues in quiet seas,tp_human_only,
humpback,rpi_orcasound_lab,2025_11_09_03_35_15_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-11-09T11%3A35%3A15.576Z,"Good humpback calls, quiet ambient",tp_machine_only,57.4149
humpback,rpi_orcasound_lab,2025_11_14_01_41_25_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-11-14T09%3A41%3A25.000Z,Humpback Whales,tp_human_only,
humpback,rpi_orcasound_lab,2025_11_27_06_03_58_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-11-27T14%3A03%3A58.457Z,Humpback song,tp_machine_only,63.1126
humpback,rpi_orcasound_lab,2025_12_04_01_40_34_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-04T09%3A40%3A34.542Z,Humpback songlike calls,tp_machine_only,65.9482
humpback,rpi_orcasound_lab,2025_12_04_01_41_06_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-04T09%3A41%3A06.000Z,Humpback calls,tp_machine_only,62.0961
humpback,rpi_orcasound_lab,2025_12_04_01_42_56_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-04T09%3A42%3A56.915Z,Humpback calls,tp_machine_only,52.3136
humpback,rpi_orcasound_lab,2025_12_04_01_43_30_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-04T09%3A43%3A30.000Z,Humpback songlike vocalizations,tp_machine_only,67.5612
humpback,rpi_orcasound_lab,2025_12_15_00_10_02_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-15T08%3A10%3A02.694Z,Humpback song,tp_machine_only,64.7130
humpback,rpi_orcasound_lab,2025_12_17_22_11_25_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A11%3A25.559Z,Humpback whale,tp_machine_only,62.9745
humpback,rpi_orcasound_lab,2025_12_17_22_12_03_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A12%3A03.000Z,Humpback whale,tp_machine_only,70.0142
humpback,rpi_orcasound_lab,2025_12_17_22_16_26_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A16%3A26.000Z,Humpback whale,tp_machine_only,62.2231
humpback,rpi_orcasound_lab,2025_12_17_22_21_10_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A21%3A10.305Z,Loud humpback song,tp_machine_only,55.2178
humpback,rpi_orcasound_lab,2025_12_17_22_24_01_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A24%3A01.152Z,Humpback song,tp_machine_only,70.6932
humpback,rpi_orcasound_lab,2025_12_17_22_27_40_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A27%3A40.000Z,Humpback whale song,tp_machine_only,57.6717
humpback,rpi_orcasound_lab,2025_12_17_22_28_24_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A28%3A24.542Z,Humpback song,tp_machine_only,61.1223
humpback,rpi_orcasound_lab,2025_12_17_22_31_03_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A31%3A03.000Z,Humpback song,tp_machine_only,65.1385
humpback,rpi_orcasound_lab,2025_12_17_22_33_50_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A33%3A50.000Z,Humpback whale song,tp_machine_only,58.3503
humpback,rpi_orcasound_lab,2025_12_17_22_34_06_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A34%3A06.237Z,Humpback whale song,tp_machine_only,68.5460
humpback,rpi_orcasound_lab,2025_12_17_22_35_15_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A35%3A15.000Z,Humpback whale song,tp_machine_only,59.4711
humpback,rpi_orcasound_lab,2025_12_17_22_41_25_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-18T06%3A41%3A25.000Z,Humpback whale song,tp_machine_only,60.3478
humpback,rpi_orcasound_lab,2025_12_19_04_55_58_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-19T12%3A55%3A58.762Z,Humpback whale song,tp_machine_only,77.1062
humpback,rpi_orcasound_lab,2025_12_19_04_57_41_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-19T12%3A57%3A41.474Z,"Humpback whale song, moderate ship noise",tp_machine_only,55.3205
humpback,rpi_sunset_bay,2025_11_10_13_55_22_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2025-11-10T21%3A55%3A22.000Z,humpback sound,tp_human_only,
humpback,rpi_sunset_bay,2025_11_10_13_58_30_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2025-11-10T21%3A58%3A30.000Z,humpback whale sound,tp_human_only,
jingle,rpi_andrews_bay,2026_02_18_04_36_20_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-02-18T12%3A36%3A20.694Z,"Jingle, water slosh",fp_machine_only,71.5387
jingle,rpi_north_sjc,2024_09_28_07_33_23_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-09-28T14%3A33%3A23.000Z,"Jingling bell or key sounds with power peaks near 5.0, 5.6, and 9.5kHz. The source is unkown, currently.",fp_machine_only,67.0344
jingle,rpi_north_sjc,2024_10_19_02_03_33_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-10-19T09%3A03%3A33.000Z,"More jingles, and a few clank-like short ones that have harmonics or overtones to much higher frequencies.",fp_machine_only,70.9619
jingle,rpi_north_sjc,2024_10_19_02_10_10_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-10-19T09%3A10%3A10.000Z,"More jingles, some very short.",fp_machine_only,60.1200
jingle,rpi_north_sjc,2024_10_19_02_45_20_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-10-19T09%3A45%3A20.000Z,First time I've heard the jingle at North San Juan Channel!,fp_machine_only,60.2629
jingle,rpi_north_sjc,2024_11_01_00_47_37_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-11-01T07%3A47%3A37.000Z,Jingling and clinking with some waves and low frequency short rumbles.,fp_machine_only,73.5605
jingle,rpi_north_sjc,2024_11_17_00_48_32_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-11-17T08%3A48%3A32.203Z,All detections seem to have been caused by jingling sounds. We still don't know the source of these but they've occurred at multiple locations...,fp_machine_only,55.6504
jingle,rpi_north_sjc,2024_11_22_04_00_58_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-11-22T12%3A00%3A58.000Z,A few short jingles.,fp_machine_only,60.4875
jingle,rpi_north_sjc,2024_12_02_01_27_51_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2024-12-02T09%3A27%3A51.000Z,Jingles and clinks.,fp_machine_only,55.1601
jingle,rpi_north_sjc,2025_01_06_02_13_42_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-01-06T10%3A13%3A42.711Z,A few nice clear jingles.,fp_machine_only,62.0890
jingle,rpi_north_sjc,2025_11_30_16_50_24_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-12-01T00%3A50%3A24.494Z,Jingles,fp_machine_only,60.4758
jingle,rpi_north_sjc,2025_12_01_00_23_32_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-12-01T08%3A23%3A32.223Z,Jingles,fp_machine_only,80.0299
jingle,rpi_north_sjc,2026_03_10_13_38_50_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2026-03-10T20%3A38%3A50.169Z,chain jingle high confidence false positive,fp_machine_only,76.9766
jingle,rpi_north_sjc,2026_03_10_13_42_15_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2026-03-10T20%3A42%3A15.000Z,chain jingle high confidence false positive,fp_machine_only,81.1859
jingle,rpi_north_sjc,2026_03_10_13_44_39_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2026-03-10T20%3A44%3A39.000Z,chain jingle high confidence false positive,fp_machine_only,81.1760
jingle,rpi_orcasound_lab,2025_01_05_21_26_32_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-01-06T05%3A26%3A32.016Z,Clear jingles repeated in series with periodic spacing of about a second.,fp_machine_only,56.4689
jingle,rpi_orcasound_lab,2025_12_14_11_55_21_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-14T19%3A55%3A21.000Z,Jingle,fp_machine_only,58.6799
jingle,rpi_orcasound_lab,2025_12_14_12_09_21_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-14T20%3A09%3A21.000Z,Jingle,fp_machine_only,67.1907
jingle,rpi_orcasound_lab,2025_12_16_09_19_31_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-12-16T17%3A19%3A31.000Z,Jingle,fp_machine_only,75.2025
jingle,rpi_orcasound_lab,2026_01_11_03_51_45_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T11%3A51%3A45.559Z,Jingle,fp_machine_only,52.3336
jingle,rpi_orcasound_lab,2026_01_11_07_27_12_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T15%3A27%3A12.000Z,Jingle,fp_machine_only,68.4364
jingle,rpi_orcasound_lab,2026_01_11_07_48_31_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T15%3A48%3A31.322Z,Jingle,fp_machine_only,51.1230
jingle,rpi_orcasound_lab,2026_01_11_07_49_16_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T15%3A49%3A16.000Z,Jingle,fp_machine_only,53.1223
jingle,rpi_orcasound_lab,2026_01_11_08_01_11_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T16%3A01%3A11.000Z,Jingle,fp_machine_only,64.3086
jingle,rpi_orcasound_lab,2026_01_11_08_09_27_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T16%3A09%3A27.000Z,Jingle,fp_machine_only,55.4570
jingle,rpi_orcasound_lab,2026_01_11_08_10_27_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T16%3A10%3A27.599Z,Jingle,fp_machine_only,53.8859
jingle,rpi_orcasound_lab,2026_01_11_08_15_59_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T16%3A15%3A59.000Z,Jingle,fp_machine_only,55.2632
jingle,rpi_orcasound_lab,2026_01_11_08_17_37_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T16%3A17%3A37.423Z,Jingle,fp_machine_only,58.3022
jingle,rpi_orcasound_lab,2026_01_11_08_23_10_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-11T16%3A23%3A10.983Z,Jingle,fp_machine_only,55.5050
jingle,rpi_port_townsend,2025_12_10_10_18_38_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2025-12-10T18%3A18%3A38.000Z,Jingle,fp_machine_only,79.3569
resident,rpi_andrews_bay,2026_02_16_22_53_02_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-02-17T06%3A53%3A02.000Z,"Good calls, clicks and a whistle",tp_machine_only,93.1889
resident,rpi_andrews_bay,2026_02_16_23_08_08_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-02-17T07%3A08%3A08.830Z,"Good calls and clicks, water slosh",tp_machine_only,96.5808
resident,rpi_andrews_bay,2026_02_16_23_09_33_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-02-17T07%3A09%3A33.237Z,"Good calls and clicks, water slosh",tp_machine_only,90.0780
resident,rpi_andrews_bay,2026_02_16_23_10_24_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-02-17T07%3A10%3A24.084Z,"Good calls and clicks, water slosh",tp_machine_only,94.5448
resident,rpi_bush_point,2023_11_28_13_43_17_PST,https://live.orcasound.net/bouts/new/bush-point?time=2023-11-28T21%3A43%3A17.000Z,J pod,tp_human_only,
resident,rpi_bush_point,2023_11_28_14_12_51_PST,https://live.orcasound.net/bouts/new/bush-point?time=2023-11-28T22%3A12%3A51.000Z,"J pod, getting louder now",tp_human_only,
resident,rpi_bush_point,2024_10_23_17_13_23_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-10-24T00%3A13%3A23.220Z,"Good calls, loud ship noise",tp_machine_only,69.7809
resident,rpi_bush_point,2024_11_02_09_52_11_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-11-02T16%3A52%3A11.355Z,Faint to moderate calls and ambient noise,tp_machine_only,68.4726
resident,rpi_mast_center,2025_12_14_19_45_41_PST,https://live.orcasound.net/bouts/new/mast-center?time=2025-12-15T03%3A45%3A41.000Z,"Faint calls, loud ship noise",tp_machine_only,70.4671
resident,rpi_mast_center,2025_12_14_19_54_46_PST,https://live.orcasound.net/bouts/new/mast-center?time=2025-12-15T03%3A54%3A46.000Z,"Faint calls, moderate ship noise",tp_machine_only,70.7184
resident,rpi_mast_center,2025_12_14_19_56_32_PST,https://live.orcasound.net/bouts/new/mast-center?time=2025-12-15T03%3A56%3A32.864Z,"Faint calls, moderate ship noise",tp_machine_only,70.5392
resident,rpi_mast_center,2025_12_14_19_57_01_PST,https://live.orcasound.net/bouts/new/mast-center?time=2025-12-15T03%3A57%3A01.000Z,"Faint calls, moderate ship noise",tp_machine_only,76.7135
resident,rpi_north_sjc,2025_04_15_17_59_55_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-04-16T00%3A59%3A55.440Z,,tp_machine_only,78.5026
resident,rpi_north_sjc,2026_03_12_18_36_43_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2026-03-13T01%3A36%3A43.000Z,"Faint to good calls, moderate ambient noise",tp_machine_only,98.3133
resident,rpi_north_sjc,2026_03_12_18_38_09_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2026-03-13T01%3A38%3A09.000Z,"Faint calls, moderate ship noise",tp_machine_only,90.5609
resident,rpi_north_sjc,2026_03_12_18_39_05_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2026-03-13T01%3A39%3A05.000Z,"Faint calls, moderate ship noise",tp_machine_only,93.1637
resident,rpi_orcasound_lab,2024_06_30_13_12_41_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2024-06-30T20%3A12%3A41.186Z,"Good calls and clicks, some water slosh",tp_machine_only,69.7554
resident,rpi_orcasound_lab,2024_07_29_00_32_55_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2024-07-29T07%3A32%3A55.000Z,"Good calls, moderate water slosh",tp_machine_only,81.1884
resident,rpi_orcasound_lab,2024_10_01_17_06_32_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2024-10-02T00%3A06%3A32.000Z,J pod calls during NB travel per WSSJI & ON.,tp_machine_only,65.5999
resident,rpi_orcasound_lab,2025_03_06_07_05_27_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-03-06T15%3A05%3A27.000Z,"A few moderate calls, loud ship nose",tp_machine_only,67.9623
resident,rpi_orcasound_lab,2025_03_13_03_14_05_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-03-13T10%3A14%3A05.000Z,Good clicks and unstereotyped calls,tp_machine_only,59.0705
resident,rpi_port_townsend,2024_11_06_00_13_25_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2024-11-06T08%3A13%3A25.237Z,"Good calls, moderate ambient noise",tp_machine_only,55.7334
resident,rpi_port_townsend,2025_10_31_21_42_33_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2025-11-01T04%3A42%3A33.000Z,"Moderate to strong calls, high natural ambient noise",tp_machine_only,69.4669
resident,rpi_port_townsend,2025_11_03_12_12_43_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2025-11-03T20%3A12%3A43.881Z,Faint calls and high natural ambient noise,tp_machine_only,76.9310
resident,rpi_port_townsend,2025_11_03_13_43_54_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2025-11-03T21%3A43%3A54.000Z,"Good calls, some clicks, high natural ambient",tp_machine_only,73.0877
resident,rpi_sunset_bay,2024_10_22_14_55_04_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-10-22T21%3A55%3A04.847Z,Clear calls from J pod thru radio interference,tp_machine_only,64.9752
resident,rpi_sunset_bay,2024_10_23_09_36_07_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-10-23T16%3A36%3A07.033Z,J pod calls clear through a small amount of radio interference.,tp_machine_only,63.7113
resident,rpi_sunset_bay,2024_10_28_12_29_28_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-10-28T19%3A29%3A28.000Z,"Moderate calls, Lord of water nose, a little radio",tp_machine_only,80.9919
resident,rpi_sunset_bay,2024_11_01_00_41_20_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-11-01T07%3A41%3A20.033Z,High call rate (mostly S02 starts) at moderate SNR,tp_machine_only,78.8167
resident,rpi_sunset_bay,2024_12_23_10_12_06_PST,https://live.orcasound.net/bouts/new/sunset-bay?time=2024-12-23T18%3A12%3A06.796Z,"A few calls and clicks, loud 60 Hz hum",tp_machine_only,73.7983
transient,rpi_andrews_bay,2026_01_02_16_13_51_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-01-03T00%3A13%3A51.000Z,Bigg's calls,tp_human_only,
transient,rpi_andrews_bay,2026_01_29_15_51_35_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-01-29T23%3A51%3A35.932Z,"Good transient calls, moderate ambient noise, also audible at Orcasound lab",tp_machine_only,82.0806
transient,rpi_andrews_bay,2026_01_29_15_52_34_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-01-29T23%3A52%3A34.000Z,"Fair transient calls, moderate ambient noise, also audible at orcasound lab",tp_machine_only,77.6168
transient,rpi_andrews_bay,2026_01_29_16_12_57_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-01-30T00%3A12%3A57.000Z,"Faint to good transient calls, moderate ambient noise",tp_machine_only,82.2814
transient,rpi_andrews_bay,2026_03_15_07_55_24_PST,https://live.orcasound.net/bouts/new/andrews-bay?time=2026-03-15T14%3A55%3A24.000Z,Transient call,tp_machine_only,69.4143
transient,rpi_bush_point,2024_04_16_13_35_44_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-04-16T20%3A35%3A44.000Z,Biggs calls x3 clear,tp_human_only,
transient,rpi_bush_point,2024_04_16_13_36_11_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-04-16T20%3A36%3A11.000Z,Bigg call. 65As,tp_human_only,
transient,rpi_bush_point,2024_04_16_13_59_44_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-04-16T20%3A59%3A44.000Z,"Biggs call, then seagulls",tp_human_only,
transient,rpi_bush_point,2024_04_16_14_00_15_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-04-16T21%3A00%3A15.000Z,Bigg’s call,tp_human_only,
transient,rpi_bush_point,2024_04_16_14_01_57_PST,https://live.orcasound.net/bouts/new/bush-point?time=2024-04-16T21%3A01%3A57.000Z,"Bigg’s call repeated, one significantly more intense than others",tp_human_only,
transient,rpi_north_sjc,2025_03_21_12_52_00_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-03-21T19%3A52%3A00.000Z,"A few Bigg's calls, most likely from the T124A4s that are currently being tracked in San Juan Channel by local sighting networks (including OBI and Orca Network).",tp_machine_only,74.1310
transient,rpi_north_sjc,2025_03_21_15_26_48_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-03-21T22%3A26%3A48.000Z,Faintly Bigg’s KW calls,tp_machine_only,69.9078
transient,rpi_north_sjc,2025_06_04_18_41_42_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-06-05T01%3A41%3A42.000Z,"Calls of Bigg's killer whales, in one case with two calls overlapping.",tp_machine_only,67.4712
transient,rpi_north_sjc,2025_06_04_19_06_03_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-06-05T02%3A06%3A03.559Z,"More Biggs calls through some boat noise, plus some fish grunts around the 45sec mark.",tp_machine_only,63.4759
transient,rpi_north_sjc,2025_12_21_08_52_31_PST,https://live.orcasound.net/bouts/new/north-sjc?time=2025-12-21T16%3A52%3A31.000Z,Biggs,tp_human_only,
transient,rpi_orcasound_lab,2025_05_08_10_20_42_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-05-08T17%3A20%3A42.525Z,"Bigg's KW calls, slightly higher SNR in this candidate.",tp_machine_only,74.6786
transient,rpi_orcasound_lab,2025_05_08_10_33_24_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-05-08T17%3A33%3A24.000Z,Bigg's KW calls. WSSJI and WW boat AIS tracks suggest group(s) were off Lime Kiln near or in shipping lanes. OBI posted IDs to BlueSky as T100Bs and T65Bs plus others.,tp_machine_only,53.9762
transient,rpi_orcasound_lab,2025_11_28_03_25_52_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2025-11-28T11%3A25%3A52.864Z,Transient calls and water slosh,tp_machine_only,72.2518
transient,rpi_orcasound_lab,2026_01_02_15_02_13_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-02T23%3A02%3A13.169Z,Good transient calls,tp_machine_only,74.4280
transient,rpi_orcasound_lab,2026_01_02_15_06_02_PST,https://live.orcasound.net/bouts/new/orcasound-lab?time=2026-01-02T23%3A06%3A02.000Z,Good transient calls,tp_machine_only,69.4729
transient,rpi_port_townsend,2026_02_28_23_07_17_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2026-03-01T07%3A07%3A17.000Z,"Faint to good transient calls, moderate ambient noise",tp_machine_only,88.8863
transient,rpi_port_townsend,2026_02_28_23_08_05_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2026-03-01T07%3A08%3A05.372Z,"Good transient calls, moderate ambient noise",tp_machine_only,84.3424
transient,rpi_port_townsend,2026_02_28_23_08_46_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2026-03-01T07%3A08%3A46.000Z,"Faint to good transient calls, moderate ambient noise",tp_machine_only,78.4299
transient,rpi_port_townsend,2026_02_28_23_10_13_PST,https://live.orcasound.net/bouts/new/port-townsend?time=2026-03-01T07%3A10%3A13.508Z,"Good transient calls, moderate ambient noise",tp_machine_only,80.4545
